page_len,page_touched,page_random
9247,20160706094838,0.300104484323
6592,20160708231657,0.300104626756
10174,20160717233009,0.300104687517
14238,20160718061706,0.30010482506
5411,20160712233347,0.300105195758
16678,20160717092912,0.30010572928
2690,20160716091817,0.300106016443
585,20160711131233,0.300106058757
1871,20160629205806,0.300106229632
2346,20160718010733,0.300106271354
17733,20160718135404,0.30010630404586597
1061,20160712235751,0.300106404206
1749,20160701122017,0.300107123565
2926,20160704163201,0.300107778921
10901,20160718062017,0.300108019457
3663,20160712235751,0.300108173409
7998,20160628173002,0.300108662236
8803,20160706161021,0.300108915326
7562,20160710203337,0.30010899444
4952,20160714225653,0.300109070552
1294,20160706034341,0.300109193857
1770,20160704163201,0.300109607056
2019,20160703064912,0.300110787465
1937,20160704163201,0.300111102327
7980,20160630145920,0.300111238006
9955,20160717212827,0.300111567467
6399,20160711091409,0.300111584951
5201,20160627141215,0.300111628308
11151,20160705174625,0.300112379448
5473,20160718041043,0.300113219018
2912,20160628103110,0.300113257572
1759,20160718001446,0.30011409412
1195,20160709085202,0.300114176941
7317,20160712213917,0.300114354276
19591,20160715154045,0.300115495902
18131,20160628003338,0.300115949736
3035,20160712213917,0.300116393012
5110,20160704191912,0.300116564268
10418,20160629003426,0.300117245099
4097,20160701151739,0.300117280421
1416,20160712040731,0.300117567138
3099,20160703064912,0.300117858643
2656,20160704163201,0.300117866287
31964,20160717042218,0.300118188926
5297,20160717211601,0.300118208962
2446,20160712235751,0.30011826127
4837,20160705100358,0.300118690365
3488,20160705105823,0.300119505201
763,20160708233749,0.300119855008
1969,20160713160356,0.300119910086
1981,20160704163201,0.300120283787
2761,20160708075011,0.30012045603
4899,20160717192551,0.300120679009818
4265,20160717171547,0.300120700568
4008,20160701192726,0.300120749644
2955,20160704163201,0.30012102284
1706,20160718101659,0.300121120766
2814,20160712213917,0.300121250601
1775,20160704163201,0.300121680355
2435,20160712055935,0.300122019644
4697,20160704163201,0.300122063253
44828,20160714201417,0.300122119884
6677,20160718152042,0.30012228987
1569,20160715181547,0.300122558728
3315,20160716070646,0.300122684052
18988,20160718013649,0.300122708222
1741,20160715122103,0.300122946134
16302,20160704191912,0.300123134828
9011,20160713160356,0.300123666126
2225,20160629205806,0.300123804987
2064,20160629205806,0.30012388933
7515,20160715061812,0.300124762698
74162,20160711224902,0.300125414145
4574,20160629205806,0.300125504102
4501,20160717053640,0.300125863156
3416,20160704163201,0.300125880798
3238,20160713054916,0.300126085351
2883,20160701043719,0.300126120311
924,20160717120306,0.300126344571
30776,20160703013546,0.300126349536
9694,20160629205806,0.30012718196
3222,20160629205806,0.300127271059
7339,20160712213917,0.300128069024
3929,20160717122059,0.300128199766
3302,20160717104922,0.300128405474
1301,20160629205806,0.300128609594
2679,20160711200939,0.300128818578
5948,20160712235751,0.300129243516
1204,20160704191912,0.300129354057
6459,20160717072431,0.300129595352
8757,20160712213917,0.300129738148
1247,20160716041638,0.300129758263
1681,20160704191912,0.300130193703
28000,20160717100818,0.300130368489893
2379,20160629205806,0.30013042688
7119,20160716113651,0.300130489334
2487,20160712213917,0.300130942025
9232,20160718081642,0.300131333837
10472,20160715082702,0.300131489783
1664,20160718000218,0.300131770425
7761,20160708000350,0.300131902656
6112,20160717014646,0.300131935132
1650,20160710232313,0.300132142361
1989,20160717091245,0.30013215662923803
7025,20160713200709,0.300132414294
4252,20160712213917,0.300132533246
3263,20160629231142,0.300132728522
4699,20160708233439,0.300133436388
2280,20160718020635,0.300133524714
3191,20160704191912,0.300133641831
1768,20160717220621,0.300134425635
1665,20160718061428,0.30013560758
7252,20160711120819,0.300135637662
10096,20160715013724,0.3001357519
25076,20160712235751,0.30013622185228
2650,20160708223857,0.300136244249
8588,20160716073513,0.300136293142
6505,20160711072541,0.300136296391
2632,20160717073315,0.300136328455
4229,20160716181442,0.300136333199
2402,20160703145128,0.300136361121
3156,20160713054916,0.300136572705
4452,20160718011758,0.300136630455
2843,20160704163201,0.300136948876
1626,20160718071056,0.300137422986
2674,20160717061641,0.300137684063
4666,20160713160356,0.300137691554
17567,20160712002943,0.300138628893
10560,20160704191912,0.300138637563
2426,20160629205806,0.300138704906
24333,20160629003426,0.300138732429
2984,20160715014220,0.300138778276
30773,20160717011522,0.300139212642
2652,20160712213917,0.300139251486
8009,20160718015334,0.300139381517
3158,20160711115426,0.300139680673
11038,20160711092111,0.300140101804
1956,20160718000215,0.3001402075
2000,20160718160113,0.300140604436
16432,20160718053813,0.300141779054088
1778,20160708235857,0.300142208413
5281,20160718132804,0.300142516714
9262,20160717023143,0.300142560181
2070,20160716224318,0.300142581511
5957,20160701151739,0.300143021454
1280,20160718082158,0.300143877196
12574,20160710120407,0.300143915315
1134,20160704163201,0.300144252081
7447,20160710183451,0.300144258441
1592,20160717062354,0.300144451491
11267,20160712235751,0.300144889532
1887,20160704163201,0.300145704671
2452,20160704191912,0.300145870858
15812,20160702131418,0.30014629045
20972,20160716124218,0.30014631925164403
6464,20160717072106,0.300146730364
6676,20160712073109,0.300148561035
6200,20160703064912,0.300148799394
7285,20160711084627,0.300149518084
16900,20160629003426,0.300149813454
3405,20160707062213,0.300150013918
4446,20160712213917,0.300150187367
37971,20160717134431,0.300150503732
7293,20160717174103,0.300150513019
6895,20160715040549,0.30015083322
4347,20160717135607,0.300151327361
6353,20160718011937,0.30015157749890503
15880,20160709181036,0.300151934188
9466,20160717121341,0.300152438040965
4745,20160712213917,0.30015249076
1469,20160704163201,0.30015275341
2188,20160712235751,0.30015306885
1338,20160628124427,0.300153147841
3335,20160714003314,0.300153346754
1441,20160714111151,0.300153740817
1368,20160709010655,0.300153777056
28723,20160704175646,0.300153849428
3129,20160711063440,0.300154014377
7462,20160712213917,0.300154761909
44149,20160713034852,0.300154844045
7188,20160704191912,0.300154867931
1494,20160704191912,0.300154987417
1845,20160711101915,0.300155450121
3658,20160705234209,0.300155499647
4017,20160704163201,0.30015571821
11789,20160718053436,0.300155723747011
8226,20160706152617,0.300156023959
1049,20160712235751,0.30015652442
1217,20160711111430,0.300156648607
6986,20160712213917,0.300156986434
7523,20160717205550,0.300157058812
9717,20160717092638,0.300157681646
2982,20160714194908,0.300157783693
737,20160718111850,0.300159190598
4899,20160713160356,0.300159365302
7578,20160718100743,0.300159389432668
9427,20160716075512,0.300159562829
1462,20160717211644,0.300159632019
1723,20160714162953,0.300159698606
9325,20160716101216,0.300159724708795
1040,20160712235751,0.300159738404
3332,20160718104716,0.300159858911
4177,20160718010247,0.300159861939
3346,20160703064912,0.300159892495
1389,20160717165929,0.30016007383
2921,20160712213917,0.300160366986
3914,20160717235029,0.300160633249
9957,20160709210038,0.30016066033
2593,20160717091841,0.300161068458
2495,20160711180622,0.300161320042
71912,20160717144654,0.300161359202
4266,20160629205806,0.300161426634
1296,20160708233932,0.30016150509
18789,20160711195613,0.300161760943
7371,20160704163201,0.300161805215
17486,20160717085852,0.300161973735
7331,20160717085005,0.300162413581
3109,20160707112249,0.300162694981
3764,20160703220426,0.300162784988
6852,20160705180148,0.30016289881
1098,20160712235751,0.300162971519
1801,20160718020425,0.300163168951
1450,20160716210223,0.300163431923
1618,20160707224346,0.30016397007
147626,20160718120903,0.300164317991738
7350,20160718110348,0.300164629155
3024,20160630025404,0.300164717681
4388,20160717201636,0.300165209426
2530,20160704163201,0.300165358539
8125,20160716085554,0.300165558767
30622,20160710181651,0.300165819956
8718,20160717111435,0.300166047622
2293,20160707234524,0.300166281346
4971,20160702165137,0.30016666286
2716,20160629205806,0.300166948961
59159,20160718135654,0.30016822116465103
40478,20160717224235,0.300168324714
4386,20160714063537,0.300168355391
19907,20160712012054,0.300168356622
4265,20160704191912,0.300169189553
9561,20160718012931,0.30016924655080696
1663,20160701151739,0.300169276079
5283,20160703203021,0.300169395234
1097,20160712213917,0.300169755692
3826,20160716232121,0.3001702206
1504,20160629205806,0.300170303864
1701,20160701150523,0.300170843389
2958,20160704163201,0.300171396241
1435,20160704191912,0.300171633856
1199,20160630172230,0.300172018944
2446,20160704191912,0.300172218324
3323,20160629205806,0.300172269014
3807,20160711160311,0.300172516755
3155,20160718024307,0.300172747781
1659,20160628233510,0.30017313489
3962,20160718131647,0.30017321407
4754,20160716135612,0.300173971903
11254,20160718110916,0.30017471713961497
2143,20160710054144,0.30017484601
9228,20160710090131,0.300174955842
11623,20160709085202,0.300175738651
2937,20160706035800,0.300175806405
27833,20160717014646,0.300176068956
3098,20160718051701,0.300176258589
7288,20160715230904,0.300176369432
25083,20160707214935,0.300176551597
693,20160717035613,0.300176691555
694,20160712144957,0.3001769994
14243,20160708232936,0.300177132352
1382,20160712213917,0.300177183033
12226,20160708141918,0.300177219022
2808,20160703064912,0.300177263043
1991,20160711152916,0.3001772994
24039,20160717120727,0.30017803495
2974,20160711114205,0.300178140828
4952,20160717082755,0.300178336491
1901,20160718043505,0.300178634705
2382,20160711090838,0.300179481033
3664,20160704163201,0.300179537303
4282,20160708071915,0.300179953363
5316,20160708235103,0.30018018311
4467,20160703064912,0.30018070261
3290,20160629205806,0.300180822751
2261,20160703145128,0.300181391394
11033,20160630124523,0.300181477995
37649,20160717140601,0.300181967485866
2663,20160712203307,0.300181975361
4812,20160713053224,0.300182021654
15023,20160717221332,0.30018213425
9402,20160717135608,0.300182185802
3343,20160629205806,0.300182523027
28912,20160718034503,0.30018268587
4641,20160704191912,0.300182715207
25830,20160717002621,0.30018321638943896
886,20160708201148,0.300183414282
6577,20160712235751,0.300183578356
5222,20160708235940,0.300183717585
811,20160718023042,0.300183904076
530,20160704191912,0.30018428383
10690,20160716104805,0.300184735058
14194,20160718045346,0.300184831761
2358,20160704191912,0.300185087039
1998,20160707225311,0.300185129061
4261,20160712235751,0.300185241
1581,20160716055407,0.300185530737
818,20160705162525,0.30018718909
21448,20160709222015,0.30018750878
2518,20160718073509,0.30018798569234806
2587,20160712213917,0.300187990086
3492,20160712085748,0.300188373724
1471,20160716223825,0.300188639862
2021,20160716232753,0.30018864395
3501,20160704163201,0.300188744968
4051,20160705073654,0.300190339139
4073,20160712235751,0.300191025507
10538,20160717105011,0.300191354304
4066,20160712235751,0.300192082712
2226,20160711191811,0.300192101985
3537,20160718120342,0.3001921495
1438,20160716012314,0.300192286575
10934,20160717190145,0.300192876859
7746,20160713185335,0.300193067215
4509,20160718073509,0.300193443713
4342,20160713160356,0.300195026148
4615,20160712040731,0.300195189273
6643,20160717223141,0.300195321708
1741,20160704163201,0.300195371373
5899,20160702114057,0.300195703423
1343,20160718123536,0.300196425512
36636,20160717172903,0.300196770253
5166,20160712040731,0.300196847471
8747,20160711123153,0.300196908554
5980,20160713165719,0.300196999965
1247,20160713003737,0.300197115086
1889,20160704163201,0.300197116051
9946,20160712040731,0.30019740197
3774,20160714074052,0.300197517783
9510,20160710075318,0.300197865243
1406,20160703145128,0.300197918229
37465,20160717085540,0.300197961818
3429,20160712213917,0.300198112
2638,20160712235751,0.300198268221
2004,20160718014031,0.300198558826
6414,20160718035312,0.30019865026716
1247,20160708162205,0.30019878779
19344,20160711142153,0.30019896043
5304,20160712235751,0.300199113323
2848,20160718170642,0.300199263638
5709,20160712101242,0.300199712528
974,20160705014045,0.300199787412025
3865,20160705100358,0.300200293556
706,20160717163246,0.30020082134
4459,20160704163201,0.300201241178
24876,20160717155959,0.300201617321
9087,20160701225556,0.300201719265
4365,20160712213917,0.300201748988
1424,20160703145128,0.300202092117
939,20160712235751,0.300202137236
8062,20160717023131,0.300202603699
2328,20160708213443,0.300203405503
1800,20160704163201,0.300203603089
3413,20160718121223,0.300203721863
2530,20160630173648,0.300203937121
431,20160629180955,0.300204105522
790,20160704191912,0.300204234338
3145,20160703064912,0.300204503135
17167,20160710145519,0.300204529038
6377,20160718052606,0.300205087568802
6433,20160718030428,0.300205165248
2035,20160711100053,0.300205604891
4839,20160718124949,0.300205836431
5177,20160704163201,0.300206209123
14058,20160718034816,0.300206655083
2051,20160629205806,0.300206666914
4752,20160712213917,0.300207236456
6422,20160717203556,0.300207651801
978,20160628070422,0.300207897361
4746,20160706102459,0.300208102052
4674,20160706173839,0.300208117514
1901,20160712040731,0.300208668397
6247,20160718041147,0.300209474875
872,20160718060341,0.300209618941
3772,20160716091020,0.300210569659
1668,20160716092024,0.300212210329
1443,20160629205806,0.30021224236
3844,20160629205806,0.300212258431
2263,20160709173112,0.300212330784
10744,20160717171226,0.30021300695
3463,20160717200506,0.300213190211
5958,20160717193050,0.300213300288
5945,20160717224828,0.300213351803
3167,20160708073344,0.300213611516
3953,20160627092916,0.300214394466
2231,20160704155822,0.300214472105
888,20160701151724,0.300214611139
2855,20160711204328,0.300215388037
18219,20160712213917,0.300215599401
20053,20160709213852,0.300215646563
10895,20160716032349,0.300215749349646
1448,20160716020808,0.300215906797
6093,20160718084232,0.300217032423
6318,20160717054749,0.30021707571
84906,20160709204306,0.300217769397
12776,20160717112822,0.30021791107
9147,20160718071335,0.300218017335
1832,20160704163201,0.300218409755
763,20160712213917,0.300218421482
14313,20160711092111,0.300218432374
2684,20160708034103,0.300218528377
59236,20160716212228,0.30021892329698296
6978,20160712040731,0.300219202264
15806,20160718162207,0.300219433232
12130,20160712093918,0.300219611627
8639,20160711223309,0.300219891233
3401,20160712235751,0.300220000707
10974,20160710181651,0.300220441926
34907,20160715121129,0.30022079711
1938,20160709133549,0.300222348096
24854,20160717045855,0.300222419005
10160,20160707070632,0.300223259952
2451,20160712213917,0.300223434453
4292,20160704163201,0.300223567815
6697,20160708234214,0.300223691339
2417,20160704163201,0.300224316077
157486,20160717104214,0.300224748867
5066,20160704191912,0.30022557831
1779,20160704163201,0.30022601299
1004,20160713160356,0.300226479127
14472,20160710092737,0.300226876556
1936,20160704163201,0.300227051076
3319,20160630041504,0.300227387954
1242,20160709010806,0.300228587821
1752,20160704191912,0.300228722674
1917,20160716023249,0.300228802579
14900,20160707232606,0.300229210637
46161,20160715191406,0.30023020314
3299,20160718120120,0.300230238259
3520,20160703142840,0.300230677311
2896,20160704163201,0.300230837767
3489,20160629205806,0.300230840941
10723,20160710181651,0.300230913347
5785,20160717234504,0.300230951328046
4561,20160705205637,0.300231015348
10931,20160712101242,0.300231456297
3169,20160718025447,0.300232016335
2119,20160712235751,0.300232112553
20441,20160716195857,0.300232162213
21422,20160715024652,0.300232594567
2871,20160712040731,0.300233323821
1924,20160718064111,0.300233662521
7668,20160717165050,0.300233783747
3287,20160711113437,0.300233915907
3973,20160704163201,0.3002340442
7631,20160716110432,0.30023412248141496
2257,20160718131429,0.300234132696
3092,20160718020912,0.300234975269
3669,20160711163412,0.30023521528
2836,20160629205806,0.300236260687
32631,20160717204822,0.300236584707
8318,20160712055935,0.300236618755
3227,20160712210932,0.30023698389
19290,20160704191912,0.30023726509
23428,20160718044304,0.300237356574
2503,20160714201753,0.300238110447
2260,20160704163201,0.300238447699
134800,20160718013712,0.300238627615
3422,20160711092111,0.300238843166
5198,20160717124759,0.300239181265
1107,20160704191912,0.300239190121
9674,20160712040731,0.300239521786
3799,20160716203821,0.300239713507
15688,20160718020242,0.300240110141
3094,20160709040328,0.300240353485
5628,20160704191912,0.300240425067
1844,20160712235751,0.30024046202
24064,20160708193309,0.300240563743
4375,20160715232020,0.300240829603
7948,20160709000435,0.300241723312
3625,20160717140619,0.300241820181
15603,20160718125210,0.300241918649
2637,20160703145128,0.300242881998
17579,20160718105341,0.300243054796237
3253,20160703064912,0.300243109805
3052,20160703173651,0.300243190124
4190,20160704191912,0.300243783943
16301,20160718024907,0.300245262030741
39411,20160712235751,0.300245507294
2631,20160704163201,0.300245635897
3016,20160712213917,0.300246261731
20841,20160715060943,0.300246384198
7195,20160709212522,0.300246418949
2686,20160718001448,0.300246626152
4556,20160713160356,0.300247360706
133345,20160718125612,0.300247457963
4273,20160704191912,0.300247515681
3079,20160718004742,0.300247615713
11875,20160716080213,0.300248005102
3514,20160630172230,0.300248187179
7902,20160718141328,0.300248245277
3349,20160629205806,0.300248405694
1158,20160718013551,0.30024924634
4361,20160702000915,0.300249494266
35502,20160715122103,0.300249524696
2789,20160711213208,0.300249546364
6146,20160713192642,0.300250333196
1443,20160712235751,0.300251042023
7534,20160712213917,0.300251239585
2894,20160704205132,0.30025330811
8095,20160709000214,0.300253440362
2436,20160708225813,0.300253462256
6154,20160709191403,0.300253960077
15895,20160713051015,0.300254340166
52370,20160712235904,0.300254486185
2015,20160704163201,0.300255112313
5431,20160712235751,0.300255412976
2169,20160713144733,0.300255699522
3355,20160707004856,0.300255971327
2934,20160703145128,0.300256006221
1721,20160714230639,0.300256047762
1378,20160629205806,0.300256170697
2856,20160701130235,0.300256466647
3014,20160701012819,0.300256864053
1020,20160717051939,0.300257077021
841,20160704191912,0.300257335721
6620,20160703064912,0.300257652085
1788,20160629231142,0.300258117065
1559,20160717010816,0.300258401442
73781,20160717071335,0.30025868644
71838,20160629160030,0.300258757707
3126,20160629205806,0.300259663469
2973,20160704191912,0.300259871922
1314,20160712235751,0.300260209881
8071,20160718123008,0.300260391365979
6885,20160717051214,0.30026073223004196
21612,20160716213421,0.300261023129
9916,20160717165407,0.300261478219425
