page_id,page_len,page_touched
18934711,848,20160625061853
39211895,7061,20160708075133
2355746,3380,20160708073309
2809544,21679,20160708190041
10876254,5073,20160712050543
39542183,7606,20160711104327
27012510,1697,20160708230705
2632918,9618,20160707225208
6369558,1122,20160712213917
24343329,601,20160625164903
11854521,1899,20160717180711
22900000,432,20160708225515
7405036,5638,20160712235751
2576138,2346,20160709083220
38067146,4377,20160704191912
2310526,4439,20160703064912
19955973,1602,20160717050000
15065669,3036,20160704021332
2154479,9724,20160716080253
28459228,2211,20160703145128
38071284,2962,20160716095226
5814127,4945,20160708235643
21634729,15076,20160712205035
172113,60501,20160717051731
20646574,7157,20160712213038
19543624,6349,20160704191912
16452904,1609,20160713122257
48394861,1276,20160709010752
4356606,2267,20160713212840
30857916,3774,20160708192056
36195098,1978,20160704191912
17367812,5040,20160712213917
23923986,4769,20160710125616
11903060,3422,20160716060202
27018433,1097,20160704163201
30357387,3093,20160625061853
3069264,3421,20160715065900
19918082,1717,20160717044231
39515575,1946,20160708234124
4808856,9776,20160717124556
12358856,1673,20160712235751
15512458,3540,20160712213917
40560779,3172,20160629205806
21293572,8413,20160625143033
18966176,4109,20160717092018
4480233,2671,20160710054907
22063761,1982,20160704163201
42732283,3926,20160710114300
25712670,15913,20160704022932
30282875,8493,20160704163201
24721527,2497,20160710120939
24076576,1668,20160704191912
13524569,3276,20160714233037
831517,1344,20160709143427
1028197,1395,20160708202142
40952114,9815,20160707091824
3630900,9173,20160703064912
10791957,1508,20160712235751
40933106,793,20160704191912
11057720,4976,20160710124430
49041523,10977,20160714155646
34471284,895,20160625183857
27786946,31704,20160711225556
24878977,2886,20160716215225
48511777,1460,20160629174046
40629346,7211,20160707113156
43742347,17869,20160704191912
47319526,14004,20160716104523
7540806,7121,20160711112628
448120,48917,20160717003728
2465864,33305,20160705094550
47360111,2374,20160628070446
46922490,1183,20160711092111
27698187,4161,20160717130632
31829124,3965,20160704163201
23279931,2411,20160704163201
28836988,665,20160625061853
18450476,3911,20160714215102
19022195,1598,20160716074323
25023079,5854,20160708010851
122766,10518,20160717141249
43411483,1257,20160704191912
39301291,2362,20160625003720
14671488,4903,20160701151739
3569776,4140,20160717053314
3884211,21807,20160716173359
27164037,2309,20160703145128
4317008,5172,20160715080319
11632955,4088,20160712235751
38281066,3359,20160703145128
10973450,17040,20160715094057
4672286,3159,20160703064912
46703552,2731,20160716015936
19020910,1656,20160716072207
1856748,5779,20160717152745
4521250,5181,20160708002813
47376370,1593,20160708235911
40315873,1746,20160704163201
14005015,2582,20160715054728
6572586,5968,20160701130431
13171030,1902,20160712213917
4757801,1757,20160704191912
49517523,5427,20160711101353
11086299,5680,20160715171353
50708791,5494,20160717112415
36945169,3212,20160712140710
44367468,1339,20160702094556
42333973,780,20160704191912
34588506,2674,20160715032416
36875404,1843,20160704163201
10954592,2036,20160625061853
13051070,2764,20160717164240
31485239,3430,20160708052634
6410823,1722,20160712235751
151060,8658,20160717051743
44497332,4387,20160712140710
50780693,859,20160705121643
1218698,5399,20160716074631
3794987,5224,20160625061853
28822965,9379,20160716212104
4528651,4482,20160625061853
1586291,4315,20160708073237
24787542,2434,20160712133758
29362382,3075,20160707234724
49075082,2963,20160716043854
10482813,3085,20160625061853
98637,13444,20160717111328
20237897,6754,20160708124517
43334239,3466,20160629205806
15933986,1165,20160712213917
122055,13828,20160717133905
23690406,14829,20160701162224
1116047,1950,20160712213917
42045424,5100,20160716014843
25210470,4915,20160704163201
38152689,5243,20160703064912
11205787,9059,20160712235751
9453345,5776,20160708223035
25299326,21859,20160711213208
6354463,2599,20160712235751
15823114,11233,20160703064912
22705813,2704,20160710061358
19971732,3199,20160717051454
10761558,4448,20160715071723
27605494,2656,20160630181128
7243038,10658,20160715033042
3194901,5354,20160712235751
46333412,2282,20160711144446
8331050,3294,20160713010800
11705244,5118,20160715121145
14771756,1111,20160629205806
38239573,2585,20160629205806
6823673,2510,20160712213917
20707426,9926,20160714060319
3024436,7188,20160629205806
138658,6296,20160712213917
49434925,1805,20160629205806
45320041,2007,20160716082237
2795648,13542,20160710082754
25367423,1079,20160625061853
23865562,3305,20160711213208
110403,8558,20160717150110
11923034,943,20160712235751
874434,10516,20160708195138
11239615,801,20160625061853
34437563,1218,20160628003338
8780823,5427,20160717054850
4447944,16449,20160704191912
32590158,1519,20160704163201
98455,6534,20160717043642
2785248,1927,20160717054004
40422120,2230,20160712140710
4024727,2846,20160709180513
131372,8945,20160717030132
20823549,3306,20160710061159
31461709,5904,20160709183957
19008515,1612,20160716050504
3493598,1513,20160707094853
18832424,1615,20160715120813
22728029,1949,20160704163201
32704082,62201,20160712140710
2513969,2697,20160712213917
30952225,3758,20160717180644
45376,27184,20160717013259
49214045,17488,20160715121432
13107572,27097,20160709205030
36088647,1389,20160704191912
12352394,3072,20160629231142
21094446,788,20160717113013
1042649,53970,20160717142321
521212,36597,20160715132144
12709635,1397,20160712235751
1439268,15489,20160712000106
17094862,2466,20160709005914
49481921,6507,20160712093430
22147410,1537,20160703145128
578912,3402,20160717103157
12916025,4683,20160714145055
20902365,2738,20160712133348
22305070,3814,20160626012912
16069106,11165,20160625061853
1039379,15735,20160717140659
17454492,5230,20160708115232
4245733,7630,20160712235751
28410403,1559,20160703145128
46597513,4819,20160711150649
50485006,960,20160704083237
5973937,2471,20160629205806
7444008,2925,20160712213917
39922521,3437,20160704191912
584732,17868,20160701151739
49659551,6534,20160712140835
13674968,7097,20160711203052
35879518,1504,20160701104401
27693389,1119,20160707223107
12035416,2447,20160704094646
19453358,2020,20160629231142
28910603,7818,20160625061853
49789344,8164,20160708001141
24751996,13534,20160710133729
13034175,6080,20160715013951
40758810,3401,20160704205101
958249,14071,20160714225653
2110351,7931,20160716122154
8743599,4912,20160712235751
160985,90942,20160717054440
28806744,3854,20160709134726
15922794,1133,20160712213917
25565910,4855,20160710061449
30512168,2312,20160703145128
986790,14394,20160712213917
42380302,1819,20160625061853
43392467,3409,20160716210448
8608495,2896,20160627072743
6981665,2604,20160717094019
41091880,1880,20160704163201
19832068,3234,20160705122618
13707253,37409,20160717025316
41207286,3890,20160704163201
31794314,10192,20160705100358
37409623,5214,20160704191912
2758200,37706,20160715183930
4553907,8958,20160629003426
3823809,1293,20160625061853
12167788,2301,20160712235751
6507053,4035,20160712235751
20319733,2852,20160717172756
18014046,2139,20160717043918
42754784,975,20160706103215
21324338,3244,20160629023237
50541812,2730,20160717042306
17671287,10011,20160717034807
31449390,9568,20160712143054
8161541,3935,20160629205806
2858932,7275,20160717041109
170537,7725,20160709184510
1503249,8270,20160709185320
18467635,1064,20160701164846
47946337,2108,20160711173932
2406277,8915,20160716003226
3349548,2825,20160704191912
31599175,2359,20160704191912
3784214,6940,20160701113849
25131064,831,20160704191912
22928143,1427,20160713164114
26650098,13157,20160708083354
63012,5417,20160717052337
10836486,16645,20160712140615
25022129,17866,20160712042417
25726602,18364,20160711193310
207228,1719,20160716105354
44357770,2201,20160703145128
3243930,8720,20160713204139
2441787,25186,20160717092944
5833528,4402,20160713160356
43577976,1634,20160712101242
18864665,3550,20160704163201
8648034,5507,20160712213917
17722451,1062,20160701222122
27190729,10069,20160704163201
38205812,4097,20160701040219
42602780,35667,20160629003426
37091072,7045,20160703064912
138252,59873,20160717045006
22677923,3210,20160713054916
18662798,1674,20160715045929
33408276,2396,20160710113102
8415333,10089,20160712040731
43703001,1057,20160704163201
41866830,1754,20160703145128
613921,13302,20160704191912
29647038,3151,20160711213208
33065164,900,20160713164114
30431197,32667,20160716033649
3708109,621,20160712235751
4426152,2413,20160712235751
13743847,14402,20160716045953
19247303,1506,20160704191912
15606701,3743,20160713054916
12923043,11896,20160709180043
586463,13903,20160715115253
44211532,4524,20160716121647
3613683,1382,20160717073949
31830977,12957,20160704191912
156857,2752,20160713160356
37562017,1760,20160708161339
11958708,2755,20160629205806
910627,11688,20160712200715
48817345,5813,20160711115036
1799179,9595,20160713223112
12261144,1296,20160712213917
6155692,2570,20160712235751
32882784,2112,20160704191912
31170080,1607,20160629205806
18901037,3210,20160715185928
230651,3383,20160703064912
49212533,3073,20160704163201
6699688,2423,20160715212552
47124979,2699,20160704191912
33966523,4328,20160704163201
26818564,3079,20160705160909
1060890,669,20160704191912
3208040,1929,20160701002426
1619103,8771,20160708210041
22040008,5915,20160712093430
36679466,1918,20160703145128
1090158,26518,20160715054357
42714512,14838,20160704163201
719422,6543,20160717164718
7878109,82048,20160715010301
26032737,2452,20160704163201
1074264,10553,20160715212114
18969881,1600,20160716010112
24267,21537,20160716112316
18530921,2418,20160629205806
40813200,3286,20160703064912
20837963,1856,20160629205806
28601690,3582,20160701130159
33012067,2937,20160706220418
879542,4539,20160717114208
6958163,14124,20160625061853
32025241,3595,20160710235812
3804724,2573,20160717051419
27492607,2721,20160710161545
6728332,10989,20160717051402
17342655,3094,20160712213917
47199687,23084,20160629003426
7111079,1270,20160716171326
48258176,9131,20160704191912
15880916,1082,20160712213917
7205044,2942,20160704191912
50110123,3296,20160628102948
34017061,19564,20160712140710
12093980,7572,20160716211453
2995531,12821,20160716212318
9411579,2660,20160717062054
14872363,7451,20160712005737
15536235,5528,20160628104707
37025883,5946,20160715102533
38416167,7020,20160706183246
6333197,18332,20160712235751
311400,1556,20160717104502
11825666,1353,20160711213208
6936040,7526,20160708184722
45530769,4657,20160704163201
22732850,5717,20160708190035
17506786,6309,20160712213917
22715400,2199,20160704191912
24398061,3908,20160704163201
31589962,2463,20160703145128
12358405,7165,20160717113335
4519765,45724,20160717180124
12343702,2240,20160707232444
17228561,11079,20160704163201
29192166,3374,20160705100358
322984,5133,20160704191912
32493092,2590,20160711132747
2830667,10562,20160704191912
25737229,12249,20160630020659
148674,16500,20160708180955
568966,9734,20160714015725
712313,8915,20160717095615
38334583,3231,20160714120503
42954787,1800,20160717190336
48497106,3953,20160629232954
3158445,2083,20160703064912
27964653,5242,20160704191912
5506797,9027,20160701153912
16630485,475,20160711160504
1064520,4136,20160711233542
3055568,4152,20160717025253
2661332,10197,20160704163201
23207609,3595,20160704163201
34578191,163470,20160710181651
37589231,3356,20160713082152
37243977,3815,20160711094105
17053662,3701,20160716171527
11460856,2544,20160713030710
1631147,4265,20160629003426
42719146,18772,20160713212317
8356836,1445,20160708073639
32151033,5121,20160704191912
5422739,3336,20160715021246
133287,5787,20160712213917
13720867,2325,20160704191912
4422145,1195,20160707032011
7031751,7773,20160708222554
3507183,5080,20160713164004
8177008,2835,20160704191912
40513125,4647,20160711183921
5753968,13467,20160629050653
12039401,14221,20160712235751
11273978,3408,20160717130744
13567060,2822,20160712213917
2492923,4418,20160629205806
2835575,2742,20160625061853
34960333,16446,20160711213208
10316407,2957,20160703064912
11212052,1949,20160711142057
5648677,11196,20160711003430
5706988,5348,20160714233618
48629930,605,20160703044009
35678289,7722,20160701151739
24212170,8376,20160710234749
26227961,1333,20160708230442
4360756,4691,20160712040731
23513902,2445,20160629205806
3729595,2513,20160716111106
7292900,35329,20160717054227
36615673,3500,20160712140710
29079106,2127,20160708231734
27537597,18338,20160712101242
13156782,9783,20160706105835
13133713,4883,20160709162358
113355,96997,20160717174022
50571981,571,20160628071323
37189011,1721,20160703145128
47438703,4890,20160710005344
50074783,4998,20160628102921
326674,11170,20160704191912
1219417,3651,20160712235751
35516218,1830,20160715190539
28387458,2417,20160704163201
47513310,4249,20160703134141
45260698,9343,20160713164114
125119,11392,20160716145444
6831055,5448,20160704191912
23002410,4650,20160708074339
14144257,6230,20160715063948
4901756,41911,20160716044236
15584464,16303,20160715201125
1038111,1919,20160704191912
18800349,4228,20160702151058
2154701,20685,20160715145406
2456281,6088,20160716030514
51088408,6103,20160717052512
7219982,2193,20160707114921
17281912,15590,20160715210927
73259,63159,20160717075358
43147684,4723,20160714142726
6459100,3186,20160703105641
137629,9310,20160717045800
41547044,2158,20160715182434
21562,17198,20160716103321
22111370,2295,20160706042218
2511049,3826,20160716115522
21066425,2951,20160706050955
30250562,14436,20160714213700
41699864,2671,20160629003426
49138587,3392,20160710220256
43008754,4848,20160717115405
33135248,1081,20160708233312
24497967,6133,20160704163201
91212,11610,20160717093652
35035675,4997,20160712002256
8636892,1752,20160712235751
4292924,32332,20160717060228
20497427,6745,20160709182141
40606191,7033,20160715112640
8591807,2636,20160625061853
43752757,593,20160625164903
38218542,709,20160630200949
20524259,2456,20160717072056
22920721,2421,20160709010221
2575501,2286,20160712235751
37081042,6194,20160715062441
38592604,10237,20160707230247
35969567,26096,20160704191912
48836087,3527,20160701164537
7342095,16639,20160626142633
43806469,874,20160704191912
757912,4054,20160704191912
38707133,6045,20160704191912
49868076,7052,20160704191912
18463752,7831,20160713212429
11916024,17145,20160705193305
18686215,6468,20160711213208
23193930,2633,20160717080959
29406385,97093,20160711143750
5161372,12577,20160713160356
22159840,2189,20160703064912
6764028,4148,20160713191513
5297007,4266,20160706183001
1960430,6119,20160712235751
50267860,4414,20160706084104
36566420,1011,20160713164114
30508953,2284,20160703145128
40238201,4499,20160704191912
46322925,3551,20160709224613
2397525,3898,20160717083032
20239878,2787,20160717164457
5946641,8093,20160704193005
31579601,1650,20160704191912
44149091,530,20160716072822
5235798,3677,20160707230420
35582735,3290,20160628080848
38441108,1112,20160711175611
5906851,3395,20160704191912
27666184,23467,20160712101242
7460373,5495,20160711081716
14426554,2434,20160715152619
2646045,2558,20160703064912
50918128,2956,20160713030710
17611610,4485,20160701022724
34687028,9760,20160701150523
47514648,834,20160713030710
2046202,1492,20160708205542
10382518,1697,20160712235751
40235748,22805,20160629003426
4510089,4884,20160712213917
807905,38968,20160712061620
15525357,3419,20160712213917
7924356,886,20160714210455
37940236,2961,20160711214105
49445968,1771,20160629205806
58263,28862,20160717045321
114563,12373,20160717182154
26854653,5656,20160704195415
112645,19919,20160717173004
4516517,16585,20160712235751
17747867,3200,20160717132812
1214623,2254,20160712235751
38274477,3719,20160714213346
8916541,14164,20160717084315
31344458,3792,20160703145128
49577854,22746,20160717004223
881635,12710,20160713164948
12782122,5850,20160704191912
4620980,7404,20160710092406
22740333,1987,20160704163201
6175592,2680,20160713030710
12919078,990,20160708223443
37489931,1814,20160704163201
113864,9420,20160717175132
10931684,3480,20160712235751
7587104,6269,20160712140835
12699026,2228,20160707232543
16691301,2032,20160716105436
47383646,1545,20160708075518
5058612,12006,20160705100358
14091593,6313,20160710134258
18670380,1643,20160715071317
34587101,597,20160704232103
18756574,4898,20160629205806
43644397,2034,20160703145128
26016147,1912,20160710143948
18625537,1407,20160715004112
27447253,18302,20160711191749
49534010,2948,20160717190152
40645925,21354,20160710181651
39189548,2059,20160627201322
48369946,12356,20160708001104
32753719,3240,20160704191912
4957218,9615,20160716154255
48430278,5860,20160712101242
721033,28021,20160715182311
2413154,15687,20160712235751
31568709,1158,20160701155605
27086959,4343,20160704191912
2344940,3162,20160712213917
5441271,2041,20160713191513
16280002,1458,20160703064912
47606914,27295,20160708071612
32787,36296,20160717145657
43819525,12787,20160714025131
15075174,5537,20160716074532
50957422,4322,20160716081559
50170083,470,20160628103042
26923963,8912,20160711032009
11842700,3421,20160629205806
371684,7399,20160717140726
822363,10643,20160716100601
33501311,8495,20160712101242
18616441,2538,20160704191912
638828,517,20160626210434
14959646,3258,20160705094550
131551,7305,20160717030134
